97,475,10,1309579200
97,273,10,1307592000
97,280,5,1367294400
97,102,5,1306728000
97,366,3,1315627200
97,1706,3,1310011200
97,228,2,1351137600
97,345,2,1312776000
97,925,2,1308456000
97,105,1,1386651600
97,136,1,1374120000
97,115,1,1369713600
97,807,1,1342756800
97,2215,1,1337918400
97,1488,1,1329282000
97,316,1,1328072400
97,854,1,1321160400
97,255,1,1320987600
97,1136,1,1318651200
97,211,1,1317528000
97,284,1,1316664000
97,1284,1,1316404800
97,919,1,1308456000
97,7451,-1,1358658000
3451,98,5,1453438800
114,98,4,1397361600
279,98,4,1365307200
281,98,3,1451538000
126,98,3,1429675200
192,98,3,1399262400
2336,98,3,1398571200
1272,98,3,1338868800
233,98,2,1430539200
1597,98,2,1417410000
269,98,2,1399348800
185,98,2,1380600000
211,98,2,1331182800
906,98,1,1441166400
1074,98,1,1435291200
1590,98,1,1430971200
375,98,1,1415768400
953,98,1,1408161600
900,98,1,1399262400
634,98,1,1332216000
687,98,1,1331870400
7565,98,1,1320033600
98,114,4,1417064400
98,233,3,1429848000
98,192,3,1407556800
98,1272,3,1338868800
98,126,2,1429848000
98,337,2,1427688000
98,279,2,1408334400
98,1597,2,1417410000
98,352,2,1407988800
98,906,1,1435896000
98,558,1,1429848000
98,1074,1,1427688000
98,375,1,1427688000
98,164,1,1427688000
98,1387,1,1422594000
98,2336,1,1422421200
98,953,1,1408161600
98,281,1,1407556800
98,900,1,1407556800
98,634,1,1332216000
98,687,1,1331870400
98,211,1,1331182800
98,940,1,1318305600
7604,99,10,1364270400
176,99,7,1331010000
1619,99,5,1307073600
129,99,5,1303185600
188,99,2,1356325200
1351,99,2,1355893200
660,99,2,1305259200
209,99,2,1303358400
503,99,2,1302235200
824,99,1,1408161600
1259,99,1,1309406400
2019,99,1,1307246400
1658,99,1,1307073600
145,99,1,1306382400
1642,99,1,1305950400
149,99,1,1305950400
444,99,1,1305086400
150,99,1,1305000000
7552,99,1,1304136000
563,99,1,1303704000
659,99,1,1303704000
419,99,1,1302926400
353,99,1,1301284800
842,99,1,1300852800
2473,99,1,1292043600
238,99,1,1292043600
641,99,-1,1367294400
99,716,2,1308456000
99,7552,2,1304136000
99,209,2,1303358400
99,503,2,1302235200
99,562,2,1301112000
99,2624,1,1308196800
99,2019,1,1307246400
99,1658,1,1307073600
99,1993,1,1307073600
99,145,1,1306382400
99,1619,1,1306123200
99,1642,1,1305950400
99,149,1,1305950400
99,444,1,1305086400
99,150,1,1305000000
99,563,1,1303704000
99,3516,1,1303704000
99,659,1,1303704000
99,2455,1,1303185600
99,419,1,1302926400
99,106,1,1301544000
99,353,1,1301284800
99,842,1,1300939200
99,2473,1,1292043600
99,238,1,1292043600
827,100,10,1375243200
147,100,3,1355115600
177,100,3,1341288000
133,100,3,1337659200
7578,100,2,1374724800
1694,100,1,1308283200
969,100,1,1367380800
645,100,1,1363838400
124,100,1,1349755200
7501,100,1,1348113600
7588,100,1,1338091200
7603,100,1,1329195600
2720,100,1,1311566400
365,100,1,1310011200
2490,100,1,1304568000
100,827,10,1375243200
100,133,3,1337659200
100,7588,2,1338091200
100,1694,1,1308283200
100,969,1,1367380800
100,645,1,1363838400
100,124,1,1349755200
100,7501,1,1348113600
100,547,1,1324443600
100,2720,1,1311566400
100,365,1,1309838400
100,2490,1,1304568000
100,7604,-10,1364443200
100,7603,-10,1370059200
100,177,-10,1370059200
7604,101,10,1364270400
152,101,5,1335585600
193,101,5,1336536000
2580,101,5,1307332800
781,101,4,1306987200
3096,101,3,1356670800
279,101,2,1403409600
133,101,2,1328245200
779,101,2,1306987200
478,101,2,1307246400
467,101,2,1306900800
567,101,2,1305259200
1461,101,1,1308196800
246,101,1,1367899200
199,101,1,1357794000
1440,101,1,1340078400
304,101,1,1318132800
1248,101,1,1306987200
540,101,1,1306900800
101,781,6,1306987200
101,567,6,1305345600
101,268,3,1347249600
101,193,3,1336536000
101,779,2,1306987200
101,478,2,1307246400
101,467,2,1306900800
101,1461,1,1308196800
101,1248,1,1306987200
101,540,1,1306900800
101,842,1,1305259200
1247,102,10,1306900800
1990,102,10,1306728000
1005,102,7,1306728000
1434,102,5,1306987200
1244,102,4,1306728000
7509,102,3,1364702400
370,102,3,1329109200
289,102,2,1369281600
1517,102,2,1343361600
2844,102,2,1328936400
109,102,2,1307678400
481,102,2,1307592000
1258,102,2,1307246400
1013,102,2,1307246400
7596,102,2,1307246400
1256,102,2,1307246400
856,102,2,1306814400
103,102,1,1389848400
1423,102,1,1307505600
508,102,1,1307246400
725,102,1,1307160000
535,102,1,1306555200
7594,102,-10,1357880400
7564,102,-10,1308542400
102,103,7,1389848400
102,1005,7,1306728000
102,1434,4,1306987200
102,1244,4,1306728000
102,7509,3,1364702400
102,1247,3,1306900800
102,289,2,1369281600
102,370,2,1329109200
102,109,2,1307678400
102,1423,2,1307505600
102,1258,2,1307246400
102,1013,2,1307246400
102,1256,2,1307246400
102,1646,2,1307246400
102,508,2,1307246400
102,725,2,1307160000
102,1990,2,1306728000
102,288,1,1390626000
102,1517,1,1343361600
102,856,1,1306641600
102,7596,-1,1307332800
102,7329,-1,1307246400
102,7594,-10,1357880400
102,7564,-10,1307764800
177,103,4,1350273600
398,103,2,1394510400
128,103,2,1377230400
413,103,2,1367899200
1325,103,2,1337313600
7565,103,2,1336795200
904,103,1,1414468800
249,103,1,1412740800
163,103,1,1411531200
125,103,1,1409371200
141,103,1,1406174400
118,103,1,1398139200
695,103,1,1392786000
6644,103,1,1377230400
759,103,1,1375761600
5342,103,1,1352350800
7595,103,1,1351656000
1167,103,1,1347508800
585,103,1,1345435200
156,103,1,1344139200
2229,103,1,1343275200
1508,103,1,1338350400
284,103,1,1338350400
946,103,1,1337313600
161,103,1,1336795200
103,177,8,1362027600
103,413,3,1367899200
103,284,3,1338350400
103,398,2,1394510400
103,128,2,1377230400
103,1325,2,1337313600
103,1317,2,1337313600
103,946,2,1337313600
103,904,1,1414468800
103,249,1,1412740800
103,163,1,1411531200
103,125,1,1409371200
103,141,1,1406174400
103,118,1,1398139200
103,695,1,1392786000
103,5342,1,1352350800
103,7595,1,1351569600
103,1167,1,1347508800
103,585,1,1345435200
103,156,1,1344139200
103,295,1,1344139200
103,2229,1,1343275200
103,1508,1,1338350400
103,7565,1,1336795200
103,161,1,1336795200
6958,104,10,1392354000
246,104,4,1421816400
498,104,3,1412308800
192,104,3,1402632000
279,104,3,1414123200
2336,104,3,1405569600
7335,104,2,1451538000
1074,104,2,1448254800
7386,104,2,1437105600
766,104,2,1435377600
1596,104,2,1410926400
281,104,2,1413864000
832,104,2,1395892800
900,104,2,1404014400
114,104,2,1397361600
824,104,2,1403841600
906,104,1,1438574400
1590,104,1,1425531600
1597,104,1,1413950400
2293,104,1,1413259200
651,104,1,1412308800
186,104,1,1411012800
378,104,1,1407643200
375,104,1,1403409600
2417,104,1,1402632000
7087,104,1,1399089600
709,104,1,1397707200
3353,104,1,1395892800
1879,104,1,1386910800
491,104,-2,1408075200
104,498,8,1412308800
104,281,3,1445140800
104,279,3,1407556800
104,2336,3,1406001600
104,192,3,1401768000
104,233,3,1398312000
104,114,3,1407211200
104,766,2,1440734400
104,900,2,1404014400
104,1879,2,1401508800
104,2437,1,1452834000
104,2293,1,1446264000
104,3445,1,1445400000
104,3443,1,1442980800
104,2432,1,1440993600
104,7321,1,1439697600
104,1397,1,1435204800
104,1396,1,1431489600
104,246,1,1422507600
104,966,1,1418101200
104,1597,1,1413950400
104,1388,1,1411012800
104,1596,1,1410580800
104,497,1,1409112000
104,378,1,1404187200
104,375,1,1403064000
104,376,1,1399003200
104,709,1,1397707200
104,984,1,1397361600
104,1351,1,1393995600
104,269,1,1393995600
